"Date","sulfate","nitrate","ID"
"1783","2001-11-18",7.38,1.23,2
"1786","2001-11-21",1.9,1.73,2
"1804","2001-12-09",5.17,5.18,2
"1813","2001-12-18",2.51,0.705,2
"1816","2001-12-21",3.17,1.18,2
"1819","2001-12-24",0.555,0.528,2
"1822","2001-12-27",1.19,1.76,2
"1828","2002-01-02",3.65,4.82,2
"1840","2002-01-14",1.75,1.15,2
"1849","2002-01-23",3.61,0.574,2
"1852","2002-01-26",2.84,1.26,2
"1855","2002-01-29",4.22,0.694,2
"1861","2002-02-04",1.57,1.99,2
"1864","2002-02-07",2.6,0.543,2
"1867","2002-02-10",3.28,0.704,2
"1870","2002-02-13",1.9,1.51,2
"1873","2002-02-16",1.87,1.58,2
"1876","2002-02-19",2.72,1.03,2
"1879","2002-02-22",4.73,1.7,2
"1882","2002-02-25",4.52,0.981,2
"1885","2002-02-28",2.54,1.98,2
"1888","2002-03-03",1.99,1.48,2
"1891","2002-03-06",3.27,2.04,2
"1894","2002-03-09",1.87,0.594,2
"1897","2002-03-12",3.14,2.3,2
"1900","2002-03-15",5.55,0.563,2
"1903","2002-03-18",3.04,0.385,2
"1906","2002-03-21",5.66,1.44,2
"1912","2002-03-27",8.72,0.823,2
"1915","2002-03-30",3.33,0.65,2
"1918","2002-04-02",3.58,0.869,2
"1921","2002-04-05",3.86,3.45,2
"1924","2002-04-08",4.99,0.715,2
"1927","2002-04-11",3.66,0.584,2
"1930","2002-04-14",3.69,0.411,2
"1933","2002-04-17",3.98,0.86,2
"1936","2002-04-20",6.1,0.761,2
"1939","2002-04-23",2.63,0.552,2
"1942","2002-04-26",2.23,1.77,2
"1945","2002-04-29",2.32,0.563,2
"1948","2002-05-02",6.72,1.06,2
"1951","2002-05-05",7.3,0.591,2
"1954","2002-05-08",6.41,0.729,2
"1957","2002-05-11",6.57,1.21,2
"1960","2002-05-14",2.74,0.384,2
"1963","2002-05-17",4.77,0.526,2
"1966","2002-05-20",4.13,0.486,2
"1969","2002-05-23",6.88,0.724,2
"1972","2002-05-26",4.8,0.924,2
"1975","2002-05-29",2.22,0.663,2
"1978","2002-06-01",6.33,1.02,2
"1981","2002-06-04",11.5,0.76,2
"1984","2002-06-07",4.9,0.745,2
"1987","2002-06-10",4.07,0.716,2
"1990","2002-06-13",6.13,1.13,2
"1993","2002-06-16",3.71,0.513,2
"1996","2002-06-19",6.29,0.577,2
"1999","2002-06-22",5.21,0.522,2
"2002","2002-06-25",4.04,0.857,2
"2005","2002-06-28",1.78,0.723,2
"2008","2002-07-01",8.61,0.771,2
"2011","2002-07-04",7.54,1.33,2
"2014","2002-07-07",11.2,0.408,2
"2020","2002-07-13",4,0.563,2
"2023","2002-07-16",6.52,0.41,2
"2026","2002-07-19",3.66,0.654,2
"2029","2002-07-22",9.77,0.931,2
"2032","2002-07-25",5.28,0.555,2
"2035","2002-07-28",3.41,0.326,2
"2038","2002-07-31",3.44,1.18,2
"2041","2002-08-03",13.7,0.618,2
"2044","2002-08-06",10.7,0.262,2
"2047","2002-08-09",11.4,1.41,2
"2050","2002-08-12",4.08,0.541,2
"2053","2002-08-15",5.01,0.494,2
"2056","2002-08-18",4.3,0.513,2
"2059","2002-08-21",6.34,0.822,2
"2062","2002-08-24",4.47,0.247,2
"2065","2002-08-27",9.18,0.569,2
"2068","2002-08-30",5.89,0.59,2
"2071","2002-09-02",5.36,0.668,2
"2074","2002-09-05",11,0.704,2
"2077","2002-09-08",8.31,0.547,2
"2080","2002-09-11",18.5,0.538,2
"2086","2002-09-17",9.59,2.65,2
"2089","2002-09-20",5.43,0.495,2
"2093","2002-09-24",13.6,1.75,2
"2098","2002-09-29",8.62,1.05,2
"2101","2002-10-02",4.78,0.665,2
"2107","2002-10-08",8.7,1.66,2
"2110","2002-10-11",7.41,1.08,2
"2113","2002-10-14",5.99,0.843,2
"2116","2002-10-17",2.83,1.33,2
"2119","2002-10-20",3.52,0.952,2
"2122","2002-10-23",11,2.33,2
"2125","2002-10-26",4.34,0.888,2
"2128","2002-10-29",4.61,0.609,2
"2131","2002-11-01",4.68,2.35,2
"2134","2002-11-04",2.83,1.62,2
"2137","2002-11-07",4.56,1.96,2
"2140","2002-11-10",3.73,0.409,2
"2143","2002-11-13",4.6,0.925,2
"2149","2002-11-19",4.05,1.76,2
"2152","2002-11-22",3,1.75,2
"2155","2002-11-25",5.15,1.71,2
"2158","2002-11-28",3.83,4.98,2
"2164","2002-12-04",3.62,2.8,2
"2167","2002-12-07",4.14,6.44,2
"2173","2002-12-13",1.97,0.648,2
"2176","2002-12-16",3.72,1.75,2
"2179","2002-12-19",3.68,0.468,2
"2185","2002-12-25",1.65,0.779,2
"2191","2002-12-31",2.18,0.47,2
"2194","2003-01-03",4.33,1.02,2
"2200","2003-01-09",3.79,1.97,2
"2203","2003-01-12",0.844,1.74,2
"2206","2003-01-15",1.65,4.4,2
"2209","2003-01-18",0.917,3.23,2
"2212","2003-01-21",3.2,2.31,2
"2215","2003-01-24",1.61,4.57,2
"2218","2003-01-27",2.6,3.67,2
"2221","2003-01-30",6.48,3.32,2
"2224","2003-02-02",4.55,1.6,2
"2227","2003-02-05",1.07,1.07,2
"2233","2003-02-11",3.21,1.64,2
"2236","2003-02-14",2.64,1.51,2
"2239","2003-02-17",5.66,0.94,2
"2242","2003-02-20",5.4,1.94,2
"2245","2003-02-23",4.5,1.48,2
"2248","2003-02-26",6.08,4.17,2
"2254","2003-03-04",3.49,0.946,2
"2257","2003-03-07",6.58,3.98,2
"2260","2003-03-10",3.06,3.56,2
"2263","2003-03-13",3.82,1.09,2
"2266","2003-03-16",7.54,0.843,2
"2269","2003-03-19",2.69,0.369,2
"2272","2003-03-22",3.75,2.01,2
"2274","2003-03-24",4.21,0.789,2
"2278","2003-03-28",3.31,0.517,2
"2281","2003-03-31",2.46,1.31,2
"2284","2003-04-03",5.6,0.827,2
"2290","2003-04-09",5.58,1.92,2
"2293","2003-04-12",4.71,1.58,2
"2296","2003-04-15",7.56,1.23,2
"2299","2003-04-18",2.89,0.988,2
"2302","2003-04-21",3.49,0.554,2
"2305","2003-04-24",3.81,0.914,2
"2308","2003-04-27",9.78,1.35,2
"2311","2003-04-30",8.81,0.908,2
"2314","2003-05-03",5.23,1.51,2
"2317","2003-05-06",4.27,0.918,2
"2320","2003-05-09",5.95,0.398,2
"2323","2003-05-12",1.03,0.25,2
"2326","2003-05-15",4.07,1.15,2
"2329","2003-05-18",1.71,0.37,2
"2332","2003-05-21",5.38,1.15,2
"2335","2003-05-24",12.7,1.31,2
"2338","2003-05-27",6.54,1,2
"2341","2003-05-30",2.5,0.529,2
"2344","2003-06-02",5.19,0.686,2
"2347","2003-06-05",6.96,0.75,2
"2350","2003-06-08",7.12,0.421,2
"2353","2003-06-11",3.94,0.478,2
"2356","2003-06-14",1.97,0.308,2
"2359","2003-06-17",5.04,0.467,2
"2362","2003-06-20",6.59,0.757,2
"2365","2003-06-23",8.62,0.702,2
"2368","2003-06-26",9.13,0.812,2
"2371","2003-06-29",5.12,0.42,2
"2374","2003-07-02",2.31,0.241,2
"2377","2003-07-05",2.99,0.442,2
"2380","2003-07-08",3,0.709,2
"2383","2003-07-11",3.71,0.465,2
"2386","2003-07-14",2.55,0.278,2
"2389","2003-07-17",5.01,0.463,2
"2392","2003-07-20",2.58,0.358,2
"2395","2003-07-23",4.33,0.468,2
"2398","2003-07-26",8.36,0.497,2
"2401","2003-07-29",3.57,0.551,2
"2404","2003-08-01",5.55,0.512,2
"2407","2003-08-04",3.94,0.655,2
"2410","2003-08-07",7.65,0.418,2
"2413","2003-08-10",10.8,0.421,2
"2416","2003-08-13",1.66,0.267,2
"2419","2003-08-16",8.49,0.862,2
"2422","2003-08-19",9.46,0.815,2
"2425","2003-08-22",4.27,0.505,2
"2428","2003-08-25",16.8,0.566,2
"2431","2003-08-28",6.22,1.09,2
"2434","2003-08-31",2.19,0.253,2
"2437","2003-09-03",3.98,0.384,2
"2440","2003-09-06",11.2,0.465,2
"2443","2003-09-09",13.9,0.763,2
"2446","2003-09-12",7.74,0.839,2
"2449","2003-09-15",2.5,0.29,2
"2452","2003-09-18",11.3,0.911,2
"2455","2003-09-21",6.12,0.501,2
"2458","2003-09-24",6.98,0.619,2
"2461","2003-09-27",2.98,0.339,2
"2464","2003-09-30",3.78,0.518,2
"2467","2003-10-03",4.61,0.759,2
"2470","2003-10-06",5.96,2.57,2
"2473","2003-10-09",8.24,1.48,2
"2476","2003-10-12",4.07,0.466,2
"2479","2003-10-15",1.48,0.371,2
"2482","2003-10-18",4.15,2.48,2
"2485","2003-10-21",4.31,0.75,2
"2488","2003-10-24",4.73,0.827,2
"2491","2003-10-27",2.74,0.921,2
"2494","2003-10-30",2.56,0.814,2
"2497","2003-11-02",6.08,1.13,2
"2500","2003-11-05",3.17,0.524,2
"2503","2003-11-08",3.22,1.16,2
"2506","2003-11-11",1.87,0.529,2
"2509","2003-11-14",1.54,1.48,2
"2512","2003-11-17",4.35,0.987,2
"2515","2003-11-20",1.61,0.65,2
"2518","2003-11-23",3.37,0.529,2
"2521","2003-11-26",1.96,0.719,2
"2524","2003-11-29",1.29,1.25,2
"2527","2003-12-02",1.98,0.68,2
"2530","2003-12-05",2.9,0.799,2
"2533","2003-12-08",5.07,1.09,2
"2536","2003-12-11",2.92,0.698,2
"2539","2003-12-14",3.07,0.844,2
"2542","2003-12-17",1.69,0.977,2
"2545","2003-12-20",1.44,1.7,2
"2548","2003-12-23",1.87,0.619,2
"2551","2003-12-26",3.47,1.59,2
"2554","2003-12-29",1.84,0.508,2
"2560","2004-01-04",3.56,0.399,2
"2563","2004-01-07",1.34,2.27,2
"2566","2004-01-10",6.29,2.71,2
"2569","2004-01-13",3.97,1.82,2
"2575","2004-01-19",4.7,3.75,2
"2578","2004-01-22",2.28,2.45,2
"2581","2004-01-25",2.71,0.502,2
"2584","2004-01-28",2.14,2.28,2
"2587","2004-01-31",3,4.54,2
"2590","2004-02-03",4.94,1.6,2
"2593","2004-02-06",2.16,0.487,2
"2596","2004-02-09",3.27,0.488,2
"2599","2004-02-12",2.34,2.41,2
"2602","2004-02-15",2.56,2.87,2
"2608","2004-02-21",3.88,4.35,2
"2611","2004-02-24",6.38,4.72,2
"2614","2004-02-27",3.82,2.73,2
"2617","2004-03-01",1.61,0.82,2
"2620","2004-03-04",1.95,0.719,2
"2623","2004-03-07",1.18,0.395,2
"2626","2004-03-10",4.6,2.51,2
"2629","2004-03-13",2.32,1.27,2
"2632","2004-03-16",3.69,0.737,2
"2635","2004-03-19",4.52,0.936,2
"2638","2004-03-22",2.64,1.89,2
"2641","2004-03-25",3.02,0.536,2
"2644","2004-03-28",1.82,0.759,2
"2647","2004-03-31",2.84,1.17,2
"2650","2004-04-03",2.67,1.03,2
"2653","2004-04-06",3.25,0.889,2
"2656","2004-04-09",0.0717,0.0584,2
"2659","2004-04-12",3.78,1.29,2
"2662","2004-04-15",4.06,1.32,2
"2665","2004-04-18",5.31,0.577,2
"2668","2004-04-21",3.62,0.567,2
"2671","2004-04-24",3.45,0.66,2
"2674","2004-04-27",2.3,0.548,2
"2677","2004-04-30",3.76,0.687,2
"2680","2004-05-03",4.17,0.513,2
"2683","2004-05-06",4.78,0.924,2
"2686","2004-05-09",6.76,0.677,2
"2689","2004-05-12",5,0.839,2
"2692","2004-05-15",3.77,0.75,2
"2695","2004-05-18",2.62,0.561,2
"2698","2004-05-21",6.33,0.775,2
"2701","2004-05-24",4.73,0.566,2
"2704","2004-05-27",4.36,0.557,2
"2707","2004-05-30",4.48,0.6,2
"2710","2004-06-02",3.71,1.12,2
"2713","2004-06-05",12.1,0.935,2
"2716","2004-06-08",7.29,1.03,2
"2719","2004-06-11",7.55,0.647,2
"2722","2004-06-14",4.7,0.35,2
"2725","2004-06-17",2.84,0.476,2
"2728","2004-06-20",9.05,0.462,2
"2731","2004-06-23",2.06,0.54,2
"2734","2004-06-26",1.95,0.398,2
"2737","2004-06-29",3.37,0.723,2
"2740","2004-07-02",3.51,0.317,2
"2743","2004-07-05",4.79,0.936,2
"2746","2004-07-08",3.83,0.37,2
"2749","2004-07-11",4.21,0.409,2
"2752","2004-07-14",3.66,0.341,2
"2755","2004-07-17",3.65,0.628,2
"2758","2004-07-20",13.7,0.549,2
"2761","2004-07-23",7.6,0.569,2
"2764","2004-07-26",4.09,0.448,2
"2767","2004-07-29",10.3,0.499,2
"2770","2004-08-01",5.46,0.331,2
"2773","2004-08-04",13.9,0.51,2
"2776","2004-08-07",7.14,0.264,2
"2779","2004-08-10",3.54,0.488,2
"2782","2004-08-13",5.32,0.274,2
"2785","2004-08-16",13.3,0.284,2
"2788","2004-08-19",11.1,0.628,2
"2791","2004-08-22",2.1,0.282,2
"2794","2004-08-25",5.03,0.445,2
"2797","2004-08-28",12.4,0.751,2
"2803","2004-09-03",6.16,0.673,2
"2806","2004-09-06",5.39,0.152,2
"2809","2004-09-09",5.31,0.379,2
"2812","2004-09-12",5.52,0.193,2
"2815","2004-09-15",5.32,0.407,2
"2818","2004-09-18",4.26,0.536,2
"2821","2004-09-21",3.03,0.777,2
"2824","2004-09-24",10.3,1.03,2
"2827","2004-09-27",8.89,0.455,2
"2830","2004-09-30",5.05,0.798,2
"2833","2004-10-03",6.33,1.06,2
"2839","2004-10-09",4.79,0.961,2
"2842","2004-10-12",2.68,0.367,2
"2845","2004-10-15",1.14,0.304,2
"2848","2004-10-18",2.66,0.405,2
"2851","2004-10-21",11.2,1.74,2
"2854","2004-10-24",3.07,0.436,2
"2857","2004-10-27",8.2,1.55,2
"2860","2004-10-30",8.96,0.614,2
"2863","2004-11-02",2.53,0.618,2
"2866","2004-11-05",2.22,0.789,2
"2869","2004-11-08",1.51,0.395,2
"2872","2004-11-11",2.8,0.67,2
"2875","2004-11-14",1.49,0.258,2
"2878","2004-11-17",4.84,1.64,2
"2881","2004-11-20",3.23,1.29,2
"2884","2004-11-23",3.19,0.629,2
"2887","2004-11-26",2.02,0.698,2
"2890","2004-11-29",1.73,0.51,2
"2893","2004-12-02",3.64,1.62,2
"2896","2004-12-05",3.09,1.12,2
"2899","2004-12-08",1.82,0.753,2
"2902","2004-12-11",2.31,0.635,2
"2905","2004-12-14",2.33,1.92,2
"2908","2004-12-17",2.3,1.68,2
"2911","2004-12-20",1.65,1.85,2
"2914","2004-12-23",2.32,1.13,2
"2917","2004-12-26",1.62,2.28,2
"2920","2004-12-29",3.04,1.34,2
"2923","2005-01-01",2.15,0.682,2
"2926","2005-01-04",3.25,0.82,2
"2932","2005-01-10",5.33,2.25,2
"2935","2005-01-13",1.14,0.766,2
"2938","2005-01-16",3.62,4.09,2
"2941","2005-01-19",1.73,2.24,2
"2944","2005-01-22",4.16,2.43,2
"2947","2005-01-25",2.51,2.21,2
"2950","2005-01-28",2.52,1.71,2
"2953","2005-01-31",5.42,2.27,2
"2956","2005-02-03",3.53,1.57,2
"2959","2005-02-06",3.97,0.836,2
"2962","2005-02-09",1.81,1.14,2
"2965","2005-02-12",1.87,1.3,2
"2968","2005-02-15",3.61,0.895,2
"2971","2005-02-18",1.45,1.45,2
"2974","2005-02-21",6.07,0.678,2
"2977","2005-02-24",6.89,3.53,2
"2980","2005-02-27",5.02,1.16,2
"2983","2005-03-02",1.83,1.18,2
"2986","2005-03-05",2.03,0.765,2
"2989","2005-03-08",2.41,0.887,2
"2992","2005-03-11",1.4,0.59,2
"2995","2005-03-14",2.77,3.05,2
"2998","2005-03-17",4.53,1.65,2
"3001","2005-03-20",6.17,1.23,2
"3004","2005-03-23",1.54,0.527,2
"3007","2005-03-26",6.03,1.18,2
"3010","2005-03-29",3.25,1.45,2
"3013","2005-04-01",1.03,0.262,2
"3016","2005-04-04",2.65,0.714,2
"3019","2005-04-07",1.93,0.424,2
"3022","2005-04-10",4.47,0.317,2
"3025","2005-04-13",2.14,0.413,2
"3028","2005-04-16",5.14,0.747,2
"3031","2005-04-19",7.49,1.24,2
"3034","2005-04-22",3.54,0.896,2
"3037","2005-04-25",1.25,0.603,2
"3040","2005-04-28",3.05,0.56,2
"3043","2005-05-01",4.89,1.2,2
"3046","2005-05-04",4.59,0.522,2
"3049","2005-05-07",14.7,1.23,2
"3052","2005-05-10",8.58,1.48,2
"3055","2005-05-13",7.23,0.606,2
"3058","2005-05-16",4.26,0.454,2
"3061","2005-05-19",7.03,0.816,2
"3064","2005-05-22",7.83,0.326,2
"3067","2005-05-25",3.98,0.344,2
"3070","2005-05-28",7.77,0.888,2
"3076","2005-06-03",3.86,0.322,2
"3079","2005-06-06",3.19,0.727,2
"3082","2005-06-09",0.0398,0.0702,2
"3085","2005-06-12",1.16,0.197,2
"3091","2005-06-18",5.7,0.441,2
"3094","2005-06-21",10.6,1.14,2
"3097","2005-06-24",18.4,0.791,2
"3100","2005-06-27",8.55,0.393,2
"3103","2005-06-30",11.3,0.486,2
"3106","2005-07-03",4.97,0.347,2
"3109","2005-07-06",2.41,0.385,2
"3112","2005-07-09",10.4,0.424,2
"3115","2005-07-12",4.69,0.505,2
"3118","2005-07-15",3.38,0.289,2
"3121","2005-07-18",3.55,0.427,2
"3124","2005-07-21",6.34,0.662,2
"3127","2005-07-24",14.1,0.573,2
"3130","2005-07-27",14.6,0.719,2
"3133","2005-07-30",13.3,1.17,2
"3136","2005-08-02",9.08,0.538,2
"3139","2005-08-05",17.4,0.587,2
"3142","2005-08-08",3.76,0.36,2
"3145","2005-08-11",11.1,1.27,2
"3148","2005-08-14",8.21,0.532,2
"3151","2005-08-17",7.22,0.59,2
"3154","2005-08-20",9.35,0.434,2
"3157","2005-08-23",5.86,0.743,2
"3160","2005-08-26",11,0.417,2
"3169","2005-09-04",10.6,0.306,2
"3172","2005-09-07",4.83,0.607,2
"3175","2005-09-10",10.6,0.759,2
"3178","2005-09-13",23.3,0.624,2
"3181","2005-09-16",4.12,0.596,2
"3184","2005-09-19",9.69,0.607,2
"3187","2005-09-22",2.39,0.403,2
"3190","2005-09-25",2.59,0.287,2
"3193","2005-09-28",6.52,0.441,2
"3196","2005-10-01",8.14,0.419,2
"3199","2005-10-04",5.62,0.708,2
"3202","2005-10-07",3.51,0.859,2
"3205","2005-10-10",6.41,0.802,2
"3208","2005-10-13",9.39,0.671,2
"3211","2005-10-16",1.86,0.341,2
"3217","2005-10-22",5.01,0.734,2
"3220","2005-10-25",2.19,0.549,2
"3223","2005-10-28",4.32,0.926,2
"3226","2005-10-31",6.58,0.729,2
"3229","2005-11-03",3.8,0.619,2
"3232","2005-11-06",4.69,0.474,2
"3235","2005-11-09",4.34,0.642,2
"3238","2005-11-12",3.03,0.543,2
"3241","2005-11-15",2.85,0.396,2
"3244","2005-11-18",1.91,1.39,2
"3247","2005-11-21",3.7,1.85,2
"3250","2005-11-24",0.991,0.443,2
"3253","2005-11-27",3.72,0.381,2
"3256","2005-11-30",1.21,1.1,2
"3259","2005-12-03",1.78,0.543,2
"3262","2005-12-06",6.25,3.25,2
"3268","2005-12-12",0.817,0.491,2
"3271","2005-12-15",1.84,0.873,2
"3274","2005-12-18",2.3,1.89,2
"3277","2005-12-21",2.15,2.09,2
"3280","2005-12-24",2.73,1.61,2
"3286","2005-12-30",3.28,3.03,2
"3292","2006-01-05",3.38,2.27,2
"3295","2006-01-08",1.77,0.734,2
"3298","2006-01-11",3.28,1.31,2
